MONTH,WEEKOFMONTH,DAYOFWEEK,MAKE,ACCIDENTAREA,DAYOFWEEKCLAIMED,MONTHCLAIMED,WEEKOFMONTHCLAIMED,SEX,MARITALSTATUS,AGE,FAULT,POLICYTYPE,VEHICLECATEGORY,VEHICLEPRICE,REPNUMBER,DEDUCTIBLE,DRIVERRATING,DAYS_POLICY_ACCIDENT,DAYS_POLICY_CLAIM,PASTNUMBEROFCLAIMS,AGEOFVEHICLE,AGEOFPOLICYHOLDER,POLICEREPORTFILED,WITNESSPRESENT,AGENTTYPE,NUMBEROFSUPPLIMENTS,ADDRESSCHANGE_CLAIM,NUMBEROFCARS,YEAR,BASEPOLICY,FRAUDFOUND
Jul,week_4,Tuesday,Toyota,Urban,Tuesday,Aug,week_1,Male,Married,33,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,11,400,rate_3,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,1_to_2,no_change,3_to_4,1995,Liability,No
Nov,week_2,Friday,Toyota,Urban,Friday,Nov,week_3,Female,Married,49,Third_Party,Sedan-All_Perils,Sedan,30000_to_39000,2,400,rate_3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,1_to_2,4_to_8_years,2-vehicles,1995,All_Perils,No
Dec,week_2,Tuesday,Mazda,Urban,Thursday,Dec,week_3,Male,Single,54,Third_Party,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_1,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Aug,week_1,Thursday,Chevrolet,Urban,Friday,Aug,week_1,Male,Married,39,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,15,400,rate_4,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Sep,week_1,Wednesday,Toyota,Urban,Wednesday,Sep,week_1,Male,Married,65,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,2,400,rate_2,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Apr,week_3,Monday,Honda,Urban,Tuesday,Apr,week_3,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,16,400,rate_3,more_than_30,more_than_30,1,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Feb,week_3,Friday,Mazda,Urban,Thursday,Feb,week_4,Male,Single,33,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,8,400,rate_1,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Feb,week_4,Friday,Toyota,Urban,Monday,Feb,week_4,Male,Single,44,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,9,400,rate_1,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Mar,week_1,Thursday,Pontiac,Urban,Tuesday,Mar,week_5,Male,Single,34,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,rate_1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
Mar,week_1,Monday,Toyota,Rural,Thursday,Mar,week_2,Male,Married,38,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,11,400,rate_1,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Mar,week_2,Wednesday,Honda,Urban,Thursday,Mar,week_2,Male,Married,44,Policy_Holder,Sedan-Liability,Sport,more_than_69000,4,400,rate_3,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Jun,week_3,Monday,Toyota,Urban,Wednesday,Jun,week_4,Male,Married,45,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_3,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Sep,week_3,Friday,Pontiac,Urban,Tuesday,Sep,week_3,Male,Married,51,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,4,400,rate_2,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,Yes,No,External,1_to_2,4_to_8_years,2-vehicles,1995,All_Perils,No
Dec,week_3,Friday,Mazda,Urban,Friday,Dec,week_3,Male,Married,65,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,rate_3,more_than_30,more_than_30,none,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Dec,week_4,Wednesday,Mazda,Urban,Friday,Dec,week_5,Male,Married,50,Third_Party,Sedan-Liability,Sport,20000_to_29000,8,400,rate_1,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Nov,week_3,Saturday,Toyota,Urban,Friday,Dec,week_2,Male,Married,43,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,9,400,rate_4,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1994,All_Perils,No
Nov,week_1,Tuesday,Ford,Urban,Wednesday,Nov,week_1,Male,Married,62,Policy_Holder,Sedan-Liability,Sport,more_than_69000,13,400,rate_2,more_than_30,more_than_30,more_than_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1994,Liability,No
Sep,week_3,Wednesday,Toyota,Urban,Monday,Nov,week_5,Male,Married,28,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,10,400,rate_3,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Liability,No
Sep,week_1,Monday,Accura,Urban,Friday,Sep,week_2,Male,Single,41,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,7,400,rate_4,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1994,All_Perils,No
Aug,week_4,Saturday,Chevrolet,Rural,Monday,Oct,week_2,Male,Single,30,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,10,400,rate_1,more_than_30,more_than_30,2_to_4,4_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Collision,No
Nov,week_4,Monday,Honda,Urban,Friday,Dec,week_1,Male,Married,48,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,15,400,rate_1,more_than_30,more_than_30,2_to_4,7_years,41_to_50,No,No,Internal,1_to_2,no_change,1-vehicle,1995,Liability,No
Sep,week_3,Monday,Chevrolet,Urban,Monday,Sep,week_3,Male,Married,35,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_3,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Sep,week_2,Thursday,VW,Urban,Thursday,Oct,week_1,Male,Married,47,Policy_Holder,Sedan-All_Perils,Sedan,40000_to_59000,14,400,rate_4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jan,week_2,Sunday,Pontiac,Urban,Monday,Jan,week_2,Male,Married,46,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,6,400,rate_1,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Dec,week_1,Saturday,Honda,Urban,Monday,Dec,week_1,Male,Single,23,Third_Party,Sedan-Collision,Sedan,20000_to_29000,14,400,rate_1,more_than_30,more_than_30,1,5_years,26_to_30,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Nov,week_3,Friday,Chevrolet,Urban,Friday,Nov,week_3,Male,Married,50,Third_Party,Sedan-Collision,Sedan,more_than_69000,12,400,rate_2,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Apr,week_5,Friday,Chevrolet,Rural,Thursday,May,week_2,Male,Married,38,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,11,400,rate_2,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jun,week_1,Friday,Pontiac,Rural,Monday,Jun,week_1,Male,Married,52,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,9,400,rate_4,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jul,week_1,Monday,Chevrolet,Urban,Monday,Jul,week_1,Female,Single,37,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,9,400,rate_4,more_than_30,more_than_30,more_than_4,6_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Sep,week_3,Friday,Mazda,Urban,Friday,Sep,week_3,Male,Married,38,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,2,400,rate_3,more_than_30,more_than_30,more_than_4,more_than_7,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Oct,week_1,Wednesday,Toyota,Urban,Friday,Oct,week_2,Male,Married,53,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_3,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,none,4_to_8_years,2-vehicles,1995,Collision,No
Nov,week_2,Wednesday,Mazda,Urban,Friday,Nov,week_3,Male,Single,29,Policy_Holder,Sport-Collision,Sport,more_than_69000,4,400,rate_3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Nov,week_4,Tuesday,Toyota,Urban,Wednesday,Nov,week_4,Male,Married,48,Third_Party,Sedan-Liability,Sport,40000_to_59000,3,400,rate_3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Dec,week_1,Thursday,Pontiac,Urban,Thursday,Dec,week_1,Male,Married,33,Third_Party,Sedan-All_Perils,Sedan,less_than_20000,1,400,rate_1,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Sep,week_3,Sunday,Pontiac,Urban,Monday,Sep,week_3,Male,Married,55,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,3,400,rate_3,more_than_30,more_than_30,more_than_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Dec,week_2,Friday,Pontiac,Urban,Monday,Dec,week_2,Male,Single,21,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,2,400,rate_4,more_than_30,more_than_30,none,5_years,26_to_30,Yes,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Oct,week_2,Thursday,Accura,Urban,Friday,Oct,week_2,Male,Single,45,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,13,400,rate_1,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Oct,week_4,Saturday,Toyota,Urban,Tuesday,Oct,week_4,Male,Married,41,Third_Party,Sedan-All_Perils,Sedan,30000_to_39000,16,400,rate_2,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Apr,week_1,Friday,Honda,Urban,Wednesday,Apr,week_1,Male,Married,48,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,rate_2,more_than_30,more_than_30,more_than_4,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Sep,week_2,Friday,Pontiac,Urban,Thursday,Sep,week_3,Male,Married,64,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,14,400,rate_1,more_than_30,more_than_30,more_than_4,more_than_7,51_to_65,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Oct,week_2,Monday,Pontiac,Urban,Monday,Oct,week_2,Male,Married,30,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,10,400,rate_4,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Nov,week_3,Friday,Honda,Urban,Friday,Dec,week_2,Male,Single,31,Third_Party,Sedan-Collision,Sedan,30000_to_39000,2,400,rate_1,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Apr,week_3,Monday,Chevrolet,Urban,Wednesday,Apr,week_3,Male,Single,18,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,9,400,rate_3,more_than_30,more_than_30,1,2_years,21_to_25,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Apr,week_3,Friday,Pontiac,Urban,Tuesday,Apr,week_3,Female,Married,65,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,1,400,rate_3,more_than_30,more_than_30,1,7_years,51_to_65,Yes,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Sep,week_3,Saturday,Accura,Rural,Thursday,Oct,week_1,Male,Single,33,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,6,400,rate_2,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Dec,week_3,Thursday,Pontiac,Urban,Monday,Dec,week_3,Male,Single,28,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,4,400,rate_4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Nov,week_4,Wednesday,Toyota,Urban,Monday,Nov,week_5,Male,Married,52,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,rate_3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Sep,week_2,Saturday,Mazda,Urban,Friday,Sep,week_5,Male,Single,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,rate_4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,more_than_5,4_to_8_years,2-vehicles,1995,Collision,No
May,week_2,Tuesday,Honda,Urban,Tuesday,May,week_2,Male,Married,36,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,rate_3,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Dec,week_1,Thursday,Pontiac,Urban,Monday,Dec,week_2,Male,Married,48,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,1,400,rate_1,more_than_30,more_than_30,more_than_4,more_than_7,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,No
Feb,week_2,Monday,Mazda,Urban,Tuesday,Feb,week_3,Female,Single,52,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,rate_3,more_than_30,more_than_30,more_than_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jul,week_4,Tuesday,Toyota,Urban,Friday,Aug,week_4,Male,Married,45,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,8,400,rate_1,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Jun,week_2,Sunday,Chevrolet,Rural,Monday,Jun,week_3,Male,Married,55,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,8,400,rate_4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Oct,week_4,Saturday,Toyota,Urban,Monday,Oct,week_4,Male,Single,31,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,16,400,rate_4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Oct,week_4,Friday,Honda,Urban,Tuesday,Oct,week_4,Female,Married,55,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,16,400,rate_4,more_than_30,more_than_30,1,5_years,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Oct,week_2,Tuesday,Honda,Urban,Monday,Oct,week_3,Male,Married,26,Third_Party,Sedan-Collision,Sedan,30000_to_39000,12,400,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Sep,week_4,Wednesday,Toyota,Rural,Monday,Oct,week_1,Male,Married,26,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,12,400,rate_4,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jun,week_1,Wednesday,Pontiac,Urban,Tuesday,Oct,week_2,Male,Married,30,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,15,400,rate_1,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Nov,week_3,Saturday,Pontiac,Urban,Tuesday,Apr,week_2,Male,Married,37,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,8,400,rate_4,more_than_30,more_than_30,none,6_years,36_to_40,No,No,External,none,no_change,1-vehicle,1994,All_Perils,No
Jul,week_2,Tuesday,Mazda,Urban,Tuesday,Jul,week_2,Male,Single,27,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,15,400,rate_3,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Oct,week_3,Monday,Toyota,Urban,Monday,Oct,week_3,Male,Single,38,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,rate_4,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Jan,week_5,Tuesday,Pontiac,Urban,Friday,Feb,week_1,Female,Married,33,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,12,400,rate_1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Sep,week_3,Thursday,Accura,Urban,Tuesday,Sep,week_3,Male,Married,31,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,12,500,rate_1,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,2_to_3_years,1-vehicle,1995,All_Perils,No
Oct,week_4,Thursday,Toyota,Urban,Thursday,Oct,week_4,Male,Married,37,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,6,400,rate_2,more_than_30,more_than_30,more_than_4,more_than_7,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Mar,week_4,Friday,Honda,Urban,Wednesday,Mar,week_5,Male,Married,46,Third_Party,Sedan-Collision,Sedan,20000_to_29000,13,400,rate_1,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jul,week_2,Friday,Pontiac,Urban,Monday,Jul,week_3,Male,Single,27,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,12,400,rate_2,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Aug,week_2,Wednesday,Accura,Urban,Thursday,Aug,week_2,Male,Married,37,Policy_Holder,Sedan-Liability,Sport,more_than_69000,7,400,rate_2,8_to_15,8_to_15,2_to_4,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Nov,week_1,Wednesday,Chevrolet,Urban,Tuesday,Nov,week_3,Male,Married,48,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,6,400,rate_2,more_than_30,more_than_30,2_to_4,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Nov,week_5,Thursday,Accura,Urban,Tuesday,Dec,week_1,Male,Married,49,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,2,400,rate_4,more_than_30,more_than_30,2_to_4,6_years,41_to_50,Yes,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Nov,week_5,Thursday,Mazda,Rural,Friday,Dec,week_1,Female,Single,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,4,400,rate_1,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
Aug,week_2,Friday,Pontiac,Urban,Monday,Aug,week_3,Male,Married,55,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,9,400,rate_4,more_than_30,more_than_30,more_than_4,7_years,41_to_50,No,No,External,1_to_2,1_year,1-vehicle,1995,Liability,No
May,week_3,Monday,Accura,Urban,Wednesday,May,week_3,Male,Married,40,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,5,400,rate_4,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,Internal,more_than_5,no_change,1-vehicle,1995,Liability,No
Apr,week_5,Thursday,Honda,Urban,Friday,Apr,week_5,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,16,400,rate_1,more_than_30,more_than_30,more_than_4,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jun,week_4,Thursday,Pontiac,Urban,Wednesday,Jul,week_4,Male,Married,48,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,16,400,rate_3,more_than_30,more_than_30,2_to_4,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Collision,No
May,week_4,Wednesday,Pontiac,Urban,Thursday,May,week_4,Male,Married,44,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,16,400,rate_4,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jul,week_4,Thursday,Chevrolet,Urban,Thursday,Jul,week_4,Female,Married,30,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,16,400,rate_4,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Jul,week_4,Thursday,Honda,Rural,Friday,Jul,week_5,Male,Married,36,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,14,400,rate_1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Nov,week_4,Monday,Toyota,Urban,Wednesday,Nov,week_5,Male,Married,59,Policy_Holder,Sedan-Collision,Sedan,40000_to_59000,2,400,rate_4,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Sep,week_3,Saturday,Honda,Urban,Thursday,Sep,week_5,Male,Married,44,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,3,400,rate_2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Sep,week_3,Friday,Toyota,Rural,Monday,Dec,week_1,Female,Single,26,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,12,400,rate_2,more_than_30,more_than_30,1,5_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Nov,week_3,Thursday,Toyota,Urban,Thursday,Nov,week_3,Male,Married,34,Third_Party,Sedan-Collision,Sedan,20000_to_29000,1,400,rate_3,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jul,week_4,Sunday,Accura,Urban,Monday,Aug,week_1,Male,Married,53,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,8,400,rate_3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Feb,week_3,Tuesday,Mazda,Urban,Thursday,Feb,week_3,Male,Married,30,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,8,400,rate_4,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Oct,week_4,Monday,Pontiac,Urban,Monday,Oct,week_4,Male,Married,37,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,4,400,rate_2,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Feb,week_1,Thursday,Mazda,Urban,Friday,Feb,week_4,Male,Single,28,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,6,400,rate_2,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Dec,week_1,Friday,Toyota,Urban,Wednesday,Dec,week_2,Male,Single,34,Policy_Holder,Sedan-Collision,Sedan,less_than_20000,16,400,rate_3,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,3_to_4,1995,Collision,No
Aug,week_3,Saturday,Toyota,Urban,Friday,Sep,week_1,Male,Married,30,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,3,400,rate_2,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
May,week_3,Thursday,Mazda,Rural,Thursday,May,week_3,Male,Married,36,Third_Party,Sedan-Liability,Sport,more_than_69000,4,400,rate_1,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,4_to_8_years,2-vehicles,1995,Liability,No
Apr,week_4,Saturday,Mazda,Urban,Monday,Apr,week_4,Male,Married,54,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,13,400,rate_3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Apr,week_3,Sunday,Pontiac,Urban,Tuesday,Apr,week_3,Male,Married,68,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,10,400,rate_2,more_than_30,more_than_30,2_to_4,more_than_7,over_65,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Oct,week_4,Monday,Chevrolet,Rural,Thursday,Oct,week_4,Male,Married,75,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,13,400,rate_1,more_than_30,more_than_30,none,more_than_7,over_65,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Nov,week_2,Thursday,Mazda,Urban,Thursday,Feb,week_1,Male,Married,26,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,16,400,rate_4,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Oct,week_4,Tuesday,Pontiac,Urban,Wednesday,Oct,week_4,Male,Single,29,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,5,400,rate_4,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Apr,week_5,Saturday,Toyota,Urban,Friday,May,week_1,Male,Married,32,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,3,400,rate_1,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Feb,week_2,Monday,Mazda,Urban,Wednesday,Feb,week_3,Male,Married,60,Third_Party,Sedan-Collision,Sedan,30000_to_39000,3,400,rate_2,more_than_30,more_than_30,more_than_4,more_than_7,51_to_65,No,No,External,none,no_change,1-vehicle,1994,Collision,No
Feb,week_1,Saturday,Toyota,Urban,Wednesday,Feb,week_2,Male,Married,42,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,13,400,rate_3,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,no_change,3_to_4,1995,Liability,No
Feb,week_1,Sunday,Pontiac,Urban,Wednesday,Feb,week_2,Female,Single,35,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,16,400,rate_2,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Jun,week_3,Sunday,Toyota,Urban,Monday,Jul,week_1,Male,Married,29,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,10,400,rate_1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1995,Collision,No
